longitude,latitude
113.043611,40.037222
113.040556,40.033611
113.055833,40.039167
113.042778,40.038889
113.006389,40.034444
113.055278,40.031944
113.037778,40.034167
113.039722,40.030278
113.015278,40.047778
113.018889,40.036111
113.049444,40.029722
113.071667,40.028611
113.019167,40.026389
113.052778,40.006667
113.016389,40.048056
113.014167,40.028889
113.021389,40.031944
113.052075,40.142678
113.058631,40.137156
113.054422,40.132619
113.060617,40.130611
113.070414,40.145033
113.070556,40.158275
113.104017,40.130433
113.080478,40.171475
113.058961,40.091836
113.080978,40.112494
113.101247,40.077994
113.06075,40.101219
113.062144,40.177403
113.112292,40.140428
113.108889,40.111503
112.985833,40.055278
113.021667,40.0625
113.039722,40.030278
113.040556,40.033611
113.037778,40.034167
113.021389,40.031944
113.014167,40.028889
113.015278,40.047778
112.990833,40.052778
112.999722,40.054444
112.995278,40.048333
113.023056,40.060278
113.038056,40.060833
113.057222,40.031667
113.040278,40.035833
113.042778,40.038889
113.057222,40.031667
113.049444,40.029722
113.057778,40.028611
113.047222,40.026389
112.984444,40.050833
112.990556,40.050278
113.026111,40.061111
113.052778,40.023333
113.057222,40.021389
113.0675,40.020556
113.019167,40.026389
113.016667,40.049722
113.030556,40.048056
113.018889,40.036111
113.029444,40.03
113.006389,40.034444
113.059722,40.038056
113.030556,40.044444
111.749167,36.646944
111.793056,36.661389
111.7875,36.660833
111.789167,36.663889
111.786944,36.665
111.779722,36.648611
111.758056,36.6625
111.746944,36.651667
111.739444,36.66
111.753611,36.643333
111.738056,36.636111
111.737222,36.654167
111.769167,36.6575
111.770833,36.663056
111.770833,36.643889
111.759167,36.66
111.771667,36.654722
111.775278,36.674444
111.761111,36.67
111.782778,36.653889
111.791667,36.685
111.750278,36.645556
111.780556,36.652222
111.777222,36.6525
111.752222,36.652222
111.755833,36.646111
111.783611,36.666111
111.735833,36.657778
111.7825,36.680833
111.781111,36.66
111.763056,36.635
111.760278,36.633889
111.773056,36.6375
111.764444,36.656944
111.779722,36.641667
111.758611,36.656111
111.759167,36.665556
112.764722,35.442222
112.764722,35.444167
112.7575,35.454167
112.746944,35.430833
112.750833,35.421111
112.754167,35.423333
112.763889,35.4225
112.766111,35.422778
112.766389,35.423611
112.756111,35.450278
112.756111,35.450556
112.76,35.450833
112.776389,35.4125
112.775556,35.412778
112.773056,35.416389
112.750278,35.417222
112.751389,35.420833
112.760833,35.426111
112.766944,35.422222
112.754444,35.435833
112.759167,35.442778
112.763611,35.445
112.763611,35.445
112.757778,35.447778
112.764167,35.428889
112.761111,35.417222
112.772222,35.417778
112.743611,35.425
112.739167,35.421944
112.746667,35.419722
112.747778,35.419722
112.749444,35.42
112.743611,35.425556
112.762222,35.415278
112.769167,35.412778
112.7625,35.452778
112.759167,35.451944
112.743333,35.425278
112.741111,35.423056
112.740278,35.422778
113.516236,37.918878
113.464117,37.967817
113.492394,37.92405
113.453525,37.944861
113.463961,37.948658
113.503778,37.921689
113.491583,37.927036
113.509475,37.945686
113.512864,37.945886
113.484083,37.957417
113.500611,37.927194
113.5012,37.929958
113.512706,37.950056
113.507739,37.933881
113.504167,37.941944
113.475833,37.929222
113.440444,37.977806
113.429639,37.945472
113.413444,37.967417
113.487917,37.939
113.491444,37.94575
113.490639,37.943278
113.431197,37.978783
113.503139,37.919833
113.414397,37.956694
113.491292,37.940178
113.480722,37.949306
113.485911,37.945719
113.418058,37.929694
113.468878,37.968133
113.516364,37.915917
113.476019,37.931906
113.482125,37.920275
113.500981,37.924778
113.425767,37.980992
113.477928,37.933772
113.473872,37.936222
113.4839,37.926258
113.487244,37.948892
113.499639,37.929639
113.495508,37.966469
113.504944,37.912097
113.07,40.026667
113.030556,40.044444
113.030556,40.048056
113.058056,40.030556
113.108889,40.025556
113.114444,40.017222
113.076667,113.029444
113.079722,40.046389
113.067778,40.031389
113.038056,40.050278
113.059722,40.038056
113.074167,40.029722
112.924167,35.95
112.928611,35.973889
112.916667,35.969167
112.928333,35.966667
112.930556,35.985278
112.938056,35.978056
112.931389,35.974722
112.928889,35.974167
112.908889,35.941111
