time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-30T17:13:18.170Z,13.0845,-90.3727,10,4.5,mb,,219,1.261,0.88,us,us1000h4pt,2018-09-30T19:52:02.040Z,"81km SW of Acajutla, El Salvador",earthquake,7,2,0.124,19,reviewed,us,us
2018-09-30T15:01:27.080Z,-1.2767,120.1725,10,4.6,mb,,86,2.448,0.87,us,us1000h4pb,2018-09-30T16:38:13.040Z,"54km SE of Palu, Indonesia",earthquake,6.4,1.9,0.111,24,reviewed,us,us
2018-09-30T15:01:00.528Z,69.6185,-144.5915,0,2.6,ml,,,,0.97,ak,ak20267595,2018-09-30T15:05:57.352Z,"68km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-09-30T14:41:29.510Z,34.002,-117.0178333,16.33,3.61,ml,166,17,0.06788,0.19,ci,ci37374890,2018-10-05T15:00:54.160Z,"4km ENE of Calimesa, CA",earthquake,0.1,0.25,0.14,290,reviewed,ci,ci
2018-09-30T14:38:42.510Z,-1.2875,120.182,10,4.8,mb,,63,2.456,0.51,us,us1000h4p2,2018-09-30T16:25:44.040Z,"54km WNW of Kasiguncu, Indonesia",earthquake,6.1,1.9,0.089,39,reviewed,us,us
2018-09-30T13:39:41.780Z,19.5115,-155.6578333,5.28,2.66,ml,51,44,0.03226,0.13,hv,hv70622372,2018-10-03T15:04:05.040Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.25,0.36,0.157,36,reviewed,hv,hv
2018-09-30T13:23:27.610Z,28.9185,57.508,10,4.7,mb,,156,4.125,0.54,us,us1000h4n3,2018-09-30T16:22:30.040Z,"79km ESE of Kuh Sefid, Iran",earthquake,9.2,1.9,0.108,26,reviewed,us,us
2018-09-30T13:15:57.220Z,35.0578,26.2663,75.75,4.9,mb,,69,0.879,0.87,us,us1000h4mx,2018-09-30T16:03:06.040Z,"15km S of Palaikastron, Greece",earthquake,7.6,4.9,0.04,194,reviewed,us,us
2018-09-30T10:52:23.210Z,-18.3722,-178.0949,551.19,6.6,mww,,22,3.717,1.14,us,us1000h4l1,2018-10-01T15:49:41.040Z,"260km NNE of Ndoi Island, Fiji",earthquake,9.6,5.8,0.058,29,reviewed,us,us
2018-09-30T10:15:42.800Z,55.8929,-149.8917,6.97,3.4,ml,,239,2.304,0.71,us,us1000h4kr,2018-09-30T10:27:31.040Z,"261km SE of Kodiak, Alaska",earthquake,11.3,9,0.057,40,reviewed,us,us
2018-09-30T09:50:36.040Z,56.0159,-149.9241,19.97,3.5,ml,,229,2.217,0.46,us,us1000h4kh,2018-09-30T10:17:31.040Z,"248km SE of Kodiak, Alaska",earthquake,11.8,10.6,0.059,38,reviewed,us,us
2018-09-30T09:42:22.360Z,-28.5858,-178.1393,169.12,4.7,mb,,115,0.682,0.54,us,us1000h4kk,2018-09-30T10:10:15.040Z,"79km NNW of Raoul Island, New Zealand",earthquake,16.9,7.1,0.102,29,reviewed,us,us
2018-09-30T09:40:21.930Z,56.0286,-149.9865,19.06,4.2,mb,,151,2.181,0.77,us,us1000h4kd,2018-09-30T19:18:07.776Z,"245km SE of Kodiak, Alaska",earthquake,8.8,7.5,0.136,15,reviewed,us,us
2018-09-30T09:35:51.800Z,2.4101,127.3391,103.63,4.4,mb,,154,1.627,0.63,us,us1000h4ke,2018-09-30T09:57:41.040Z,"106km NW of Tobelo, Indonesia",earthquake,11.6,6.5,0.134,16,reviewed,us,us
2018-09-30T09:29:06.580Z,55.9544,-149.9253,6.88,3.4,ml,,231,2.252,0.67,us,us1000h4k9,2018-09-30T09:37:53.040Z,"254km SE of Kodiak, Alaska",earthquake,10.9,8.8,0.057,40,reviewed,us,us
2018-09-30T08:54:04.770Z,42.5574,142.0905,29.94,5,mww,,66,0.959,1,us,us1000h4k1,2018-10-01T02:41:46.229Z,"33km NW of Shizunai, Japan",earthquake,6.3,4.3,0.073,18,reviewed,us,us
2018-09-30T08:46:40.850Z,33.4963333,-116.8058333,3.55,2.52,ml,119,26,0.01664,0.21,ci,ci37374666,2018-10-02T17:35:38.250Z,"8km NE of Aguanga, CA",earthquake,0.1,0.31,0.16,150,reviewed,ci,ci
2018-09-30T08:40:07.530Z,18.266,-67.8086,135,3.07,md,16,180,0.6241,0.32,pr,pr2018273004,2018-09-30T11:32:02.598Z,"59km W of Rincon, Puerto Rico",earthquake,3.43,1.37,0.35,14,reviewed,pr,pr
2018-09-30T08:39:08.120Z,37.1749,-97.4785,5,2.6,mb_lg,,146,0.118,0.24,us,us1000h4jy,2018-10-01T23:58:42.140Z,"13km SW of Wellington, Kansas",earthquake,1.6,1.7,0.098,27,reviewed,us,us
2018-09-30T08:34:25.490Z,18.9413,-65.2163,31,2.81,md,4,341,1.0192,0.25,pr,pr2018273005,2018-09-30T11:32:16.238Z,"71km N of Culebra, Puerto Rico",earthquake,3.64,16.93,0.47,4,reviewed,pr,pr
2018-09-30T04:40:40.180Z,18.2233,-67.1628,30,2.45,md,15,205,0.019,0.32,pr,pr2018273003,2018-09-30T08:16:21.344Z,"3km NW of Mayaguez, Puerto Rico",earthquake,0.89,1.4,0.23,13,reviewed,pr,pr
2018-09-30T04:39:57.280Z,-22.6116,-67.5146,174.92,4.2,mb,,66,0.7,1.43,us,us1000h4is,2018-09-30T05:20:40.040Z,"79km ENE of San Pedro de Atacama, Chile",earthquake,9.2,7.6,0.215,6,reviewed,us,us
2018-09-30T04:34:10.720Z,51.9164,-171.502,57.01,4.2,ml,,115,1.934,1.29,us,us1000h7jl,2018-10-06T01:32:09.040Z,"65km SSW of Amukta Island, Alaska",earthquake,8.9,9.9,0.148,6,reviewed,us,us
2018-09-30T03:32:32.250Z,12.447,142.7549,10,4.8,mb,,90,2.352,1.06,us,us1000h7jj,2018-10-05T23:25:13.040Z,"226km WSW of Merizo Village, Guam",earthquake,6,1.9,0.154,14,reviewed,us,us
2018-09-30T02:35:41.800Z,-10.8299,166.008,127.83,4.5,mb,,109,6.125,0.65,us,us1000h4i8,2018-09-30T03:21:23.040Z,"22km ESE of Lata, Solomon Islands",earthquake,6.1,8.3,0.085,41,reviewed,us,us
2018-09-30T01:52:49.820Z,19.5151,119.9003,6.92,4.5,mb,,133,3.465,1.21,us,us1000h7jh,2018-10-05T21:59:33.040Z,"135km NNW of Davila, Philippines",earthquake,14.6,1,0.156,12,reviewed,us,us
2018-09-30T01:22:58.672Z,60.3865,-143.1592,10.5,2.5,ml,,,,0.96,ak,ak20267233,2018-09-30T02:05:21.040Z,"53km NW of Cape Yakataga, Alaska",earthquake,,0.1,,,automatic,ak,ak
2018-09-30T00:20:38.991Z,69.118,-147.1285,5.9,3.1,ml,,,,0.79,ak,ak20267197,2018-09-30T00:33:59.155Z,"128km NNW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-30T00:13:47.668Z,69.0371,-146.943,7.5,3.2,ml,,,,0.67,ak,ak20267187,2018-09-30T18:07:01.844Z,"116km NNW of Arctic Village, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-09-29T23:21:24.320Z,20.3114,-65.6141,10,4.5,mb,,81,2.019,0.62,us,us1000h4gs,2018-09-30T02:18:45.914Z,"209km N of Loiza, Puerto Rico",earthquake,6.6,1.9,0.063,74,reviewed,us,us
2018-09-29T21:49:21.350Z,18.7618,-67.402,50,2.77,md,3,332,0.81,0.03,pr,pr2018272007,2018-09-30T01:09:24.150Z,"43km NW of San Antonio, Puerto Rico",earthquake,3.37,7.46,0.08,3,reviewed,pr,pr
2018-09-29T21:34:38.419Z,61.5097,-150.6059,48,2.8,ml,,,,0.71,ak,ak20267148,2018-09-29T22:23:49.040Z,"34km W of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2018-09-29T19:25:35.510Z,37.1738,-97.4605,5.31,2.7,mb_lg,,70,0.131,0.36,us,us1000h4dn,2018-10-01T23:09:20.710Z,"12km SW of Wellington, Kansas",earthquake,1.6,5.4,0.066,60,reviewed,us,us
2018-09-29T19:24:37.170Z,19.425,-155.6145,-1.7,2.66,ml,49,77,0.02536,0.16,hv,hv70620932,2018-09-29T21:58:02.040Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.26,0.44,0.103,38,reviewed,hv,hv
2018-09-29T19:15:39.390Z,-1.5199,120.1204,10,4.4,mb,,91,2.692,0.75,us,us1000h4dg,2018-09-29T21:41:11.040Z,"60km W of Kasiguncu, Indonesia",earthquake,6.1,1.9,0.107,25,reviewed,us,us
2018-09-29T18:52:08.059Z,65.5262,-161.7902,0,2.7,ml,,,,0.74,ak,ak20267100,2018-10-02T15:06:50.040Z,"157km SSE of Kotzebue, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-29T18:46:33.190Z,18.3443,-67.3265,19,2.57,md,6,271,0.2218,0.36,pr,pr2018272005,2018-09-29T20:37:57.246Z,"8km W of Rincon, Puerto Rico",earthquake,2.09,1.06,0.18,5,reviewed,pr,pr
2018-09-29T18:34:41.530Z,-15.6404,168.2207,18.77,4.9,mww,,56,6.151,0.81,us,us1000h4cy,2018-10-02T14:52:15.040Z,"100km ENE of Lakatoro, Vanuatu",earthquake,7.7,3.9,0.078,16,reviewed,us,us
2018-09-29T18:11:59.842Z,65.4715,-161.9793,0,3.3,ml,,,,0.8,ak,ak20267073,2018-10-02T14:33:15.040Z,"161km S of Kotzebue, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-29T18:07:36.720Z,37.1798,-97.455,6.26,2.8,ml,,193,0.138,0.37,us,us1000h4cr,2018-10-02T14:30:15.017Z,"12km SW of Wellington, Kansas",earthquake,1.2,2.1,0.164,14,reviewed,ismp,ismp
2018-09-29T17:53:26.700Z,5.0816,127.0862,91.84,4.5,mb,,65,2.479,0.6,us,us1000h4cn,2018-10-02T14:04:55.040Z,"173km SE of Pondaguitan, Philippines",earthquake,8.4,7.1,0.113,26,reviewed,us,us
2018-09-29T17:19:39.233Z,69.5084,-143.7817,0,2.7,ml,,,,0.73,ak,ak20267056,2018-10-02T13:56:35.040Z,"69km S of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-09-29T17:03:00.160Z,19.5125,-155.6598333,5.48,2.79,ml,52,41,0.03219,0.13,hv,hv70620662,2018-10-02T13:53:59.040Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.35,0.158,41,reviewed,hv,hv
2018-09-29T16:43:27.449Z,51.4504,178.1745,39.4,2.5,ml,,,,0.29,ak,ak20267050,2018-09-29T20:35:32.959Z,"59km SSW of Little Sitkin Island, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-09-29T15:05:19.150Z,36.4625,71.1764,237,4.2,mb,,105,0.818,0.64,us,us1000h4am,2018-09-29T15:23:29.040Z,"40km SW of Ashkasham, Afghanistan",earthquake,5.3,8.6,0.159,11,reviewed,us,us
2018-09-29T14:26:35.780Z,-19.0677,-69.6465,100.84,4.4,mb,,116,0.734,1.17,us,us1000h4a5,2018-09-29T14:49:39.974Z,"95km SE of Arica, Chile",earthquake,7.7,6.5,0.149,13,reviewed,us,us
2018-09-29T13:51:36.641Z,69.5571,-144.7306,0,3.3,ml,,,,0.9,ak,ak20266916,2018-09-29T15:06:12.040Z,"76km SW of Kaktovik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-09-29T13:42:41.240Z,40.2571,65.3224,10,4.1,mb,,52,3.269,0.65,us,us1000h49v,2018-09-29T14:55:53.040Z,"6km N of Beshrabot, Uzbekistan",earthquake,6.8,2,0.158,11,reviewed,us,us
2018-09-29T13:34:20.700Z,36.1973,-98.9253,5,2.7,mb_lg,,107,0.317,0.2,us,us1000h49t,2018-09-29T15:18:59.040Z,"17km N of Taloga, Oklahoma",earthquake,1.5,1.7,0.076,45,reviewed,us,us
2018-09-29T13:32:54.670Z,44.1997,-66.2789,13.96,2.5,ml,,190,0.984,0.39,us,us1000h4jd,2018-10-01T01:51:50.707Z,"42km NNW of Yarmouth, Canada",earthquake,4.5,6.9,0.181,4,reviewed,us,us
2018-09-29T12:45:47.260Z,36.1736,-97.4908,5.11,3.6,mb_lg,,26,0.224,0.18,us,us1000h490,2018-09-29T15:53:31.366Z,"22km SW of Perry, Oklahoma",earthquake,1.2,3.8,0.046,123,reviewed,us,us
2018-09-29T12:04:25.000Z,1.5981,99.557,178.6,4.4,mb,,131,1.259,0.83,us,us1000h48p,2018-09-29T12:19:15.040Z,"41km NE of Padangsidempuan, Indonesia",earthquake,6.7,7.6,0.114,22,reviewed,us,us
2018-09-29T11:31:33.638Z,65.4637,-161.9342,3.9,3.4,ml,,,,0.59,ak,ak20266794,2018-09-29T20:29:59.098Z,"162km S of Kotzebue, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-09-29T10:35:22.933Z,63.2245,-150.408,119.5,2.7,ml,,,,0.56,ak,ak20266773,2018-09-29T10:42:08.459Z,"75km WSW of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-09-29T10:30:18.480Z,-1.4535,120.2112,10,5.1,mww,,48,2.592,0.7,us,us1000h47j,2018-10-02T17:29:21.040Z,"49km W of Kasiguncu, Indonesia",earthquake,2.1,1.9,0.073,18,reviewed,us,us
2018-09-29T10:15:42.890Z,17.7373,-64.9493,36,2.47,md,5,347,0.9864,0.27,pr,pr2018272003,2018-09-29T20:39:01.150Z,"26km W of Christiansted, U.S. Virgin Islands",earthquake,8.82,12.82,0.29,2,reviewed,pr,pr
2018-09-29T10:09:33.219Z,68.7223,-147.5016,0,2.6,ml,,,,0.79,ak,ak20266763,2018-09-29T10:20:11.740Z,"104km NW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-09-29T10:04:54.530Z,65.4698,-161.7748,0,2.9,ml,,,,0.65,ak,ak20266760,2018-09-29T10:08:08.016Z,"163km SSE of Kotzebue, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-29T09:25:54.900Z,42.7577,141.9477,35,4.5,mb,,75,1.163,0.45,us,us1000h479,2018-09-30T08:07:39.215Z,"25km ESE of Chitose, Japan",earthquake,3.7,2,0.088,38,reviewed,us,us
2018-09-29T09:06:49.020Z,54.7534,58.0047,10,4.4,mb,,51,1.652,1.32,us,us1000h472,2018-09-29T09:25:00.040Z,"12km W of Katav-Ivanovsk, Russia",earthquake,6.7,2,0.088,37,reviewed,us,us
2018-09-29T08:15:07.707Z,58.9219,-154.7849,126.7,2.6,ml,,,,0.81,ak,ak20266623,2018-09-29T08:23:27.897Z,"92km S of Old Iliamna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-29T07:40:11.760Z,-1.504,120.1773,10,5.1,mb,,56,2.634,0.49,us,us1000h46e,2018-09-29T07:56:46.040Z,"53km W of Kasiguncu, Indonesia",earthquake,6.1,1.9,0.081,50,reviewed,us,us
2018-09-29T06:36:12.650Z,-1.2664,120.6793,10,4.8,mb,,78,2.103,0.92,us,us1000h463,2018-09-29T06:51:16.040Z,"16km NNW of Poso, Indonesia",earthquake,6.5,1.9,0.103,29,reviewed,us,us
2018-09-29T06:13:35.270Z,-32.5212,-71.8051,21.4,4,mb,,182,0.43,0.49,us,us1000h45y,2018-09-29T23:16:36.441Z,"54km W of La Ligua, Chile",earthquake,4.2,7.8,0.26,4,reviewed,us,us
2018-09-29T05:38:51.080Z,-18.371,-69.3333,132.51,4.7,mb,,68,0.789,0.89,us,us1000h45r,2018-09-29T05:58:13.040Z,"30km SE of Putre, Chile",earthquake,4.3,7.2,0.123,20,reviewed,us,us
2018-09-29T04:56:58.168Z,69.0957,-146.4462,0,3.1,ml,,,,0.7,ak,ak20266554,2018-09-29T05:16:46.227Z,"114km NNW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-09-29T04:48:39.410Z,61.4529,-149.9805,21,2.9,ml,,,,0.87,ak,ak20266529,2018-09-29T05:41:25.651Z,"7km S of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-09-29T04:40:34.590Z,47.1076,152.6866,90.07,4.8,mb,,135,6.786,0.99,us,us1000h45a,2018-09-29T05:00:31.040Z,"Kuril Islands",earthquake,4.1,7.2,0.032,310,reviewed,us,us
2018-09-29T02:32:50.860Z,-1.5727,120.0516,10,4.9,mb,,57,2.764,0.82,us,us1000h44u,2018-09-29T02:48:53.040Z,"69km WSW of Kasiguncu, Indonesia",earthquake,4.6,1.9,0.093,36,reviewed,us,us
2018-09-29T02:17:46.720Z,32.3476667,-115.184,28.67,4.41,mw,34,172,0.1018,0.29,ci,ci37373442,2018-10-01T14:37:23.741Z,"1km SE of Delta, B.C., MX",earthquake,0.74,0.41,,6,reviewed,ci,ci
2018-09-29T02:03:08.092Z,40.9931,-116.3849,0.5,2.5,ml,8,87.93,0.006,0.1797,nn,nn00658675,2018-09-29T17:22:31.832Z,"39km NW of Carlin, Nevada",explosion,,1.1,0.8,5,reviewed,nn,nn
