time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-02T21:06:56.430Z,-1.0381,119.967,13.89,4.8,mb,,69,2.285,0.86,us,us1000h5x5,2018-10-02T21:23:54.040Z,"19km SSE of Palu, Indonesia",earthquake,5.8,5.2,0.088,40,reviewed,us,us
2018-10-02T20:24:45.137Z,69.2643,-146.6269,0,2.5,ml,,,,0.95,ak,ak20269491,2018-10-03T14:24:21.040Z,"128km SSE of Prudhoe Bay, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-02T20:20:31.298Z,61.8569,-157.7149,17.8,3.5,ml,,,,0.57,ak,ak20269484,2018-10-03T14:21:07.040Z,"114km ESE of Holy Cross, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-10-02T19:50:48.080Z,55.546,-135.1012,22.2,2.7,ml,,,,0.97,ak,ak20269482,2018-10-03T14:18:51.040Z,"123km W of Craig, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2018-10-02T19:22:39.210Z,-18.0758,-178.4529,543.03,4.8,mb,,114,3.343,0.93,us,us1000h5ud,2018-10-03T14:00:17.040Z,"286km N of Ndoi Island, Fiji",earthquake,12.9,8.2,0.085,47,reviewed,us,us
2018-10-02T19:13:04.888Z,40.5602,-119.7346,4,2.6,ml,19,84.75,0.488,0.2293,nn,nn00659308,2018-10-03T02:05:41.238Z,"30km W of Gerlach-Empire, Nevada",earthquake,,6.7,0.29,11,reviewed,nn,nn
2018-10-02T18:51:52.585Z,40.5931,-119.7187,1.8,2.6,ml,12,200.63,0.508,0.1332,nn,nn00659292,2018-10-03T13:58:12.040Z,"28km W of Gerlach-Empire, Nevada",earthquake,,4.7,0.29,7,reviewed,nn,nn
2018-10-02T18:33:17.018Z,65.5021,-161.8959,0.1,3.2,ml,,,,1.01,ak,ak20269475,2018-10-03T13:54:41.040Z,"158km SSE of Kotzebue, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-02T17:45:04.210Z,16.0863,-95.1047,38.87,4.4,mb,,153,2.858,1.36,us,us1000h5sq,2018-10-03T13:51:52.040Z,"13km SE of Salina Cruz, Mexico",earthquake,7.8,10,0.052,108,reviewed,us,us
2018-10-02T16:52:25.260Z,32.3743333,-115.4675,19.99,2.83,ml,35,148,0.1447,0.26,ci,ci37377162,2018-10-02T19:18:57.521Z,"24km SSW of Puebla, B.C., MX",earthquake,0.57,1.12,0.185,21,reviewed,ci,ci
2018-10-02T16:51:53.180Z,32.3868333,-115.4616667,9.7,2.65,ml,23,145,0.1365,0.28,ci,ci37377154,2018-10-02T19:28:06.540Z,"22km SSW of Puebla, B.C., MX",earthquake,0.55,1.54,0.179,24,reviewed,ci,ci
2018-10-02T16:01:57.900Z,-24.7991,-175.2457,10,4.9,mb,,140,5.033,0.48,us,us1000h5np,2018-10-02T16:41:06.040Z,"South of Tonga",earthquake,7.2,1.6,0.12,22,reviewed,us,us
2018-10-02T16:01:19.460Z,18.6645,-64.3055,91,3.35,md,7,214,1.3755,0.37,pr,pr2018275011,2018-10-02T20:46:05.592Z,"42km NE of Road Town, British Virgin Islands",earthquake,10.51,7.79,0.32,5,reviewed,pr,pr
2018-10-02T15:29:05.190Z,37.6544,37.4004,5,4.6,mb,,47,0.504,1.16,us,us1000h5mr,2018-10-02T16:14:31.040Z,"14km SE of Caglayancerit, Turkey",earthquake,4.4,1.4,0.095,33,reviewed,us,us
2018-10-02T13:27:25.112Z,69.5693,-144.165,0,2.5,ml,,,,0.85,ak,ak20268946,2018-10-02T13:32:35.455Z,"66km SSW of Kaktovik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2018-10-02T12:49:33.300Z,59.7785,-153.221,101.4,2.5,ml,,,,0.62,ak,ak20268936,2018-10-02T12:54:29.174Z,"78km W of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-02T12:11:42.520Z,-20.3151,-69.3316,83.48,4.3,mwr,,52,0.523,1.43,us,us1000h5ld,2018-10-02T21:46:01.619Z,"85km E of Iquique, Chile",earthquake,3.2,6.3,,,reviewed,us,guc
2018-10-02T11:35:41.210Z,-17.7914,167.8412,10,4.9,mb,,71,4.338,0.87,us,us1000h5l2,2018-10-03T02:09:15.273Z,"51km W of Port-Vila, Vanuatu",earthquake,3.3,1.9,0.069,66,reviewed,us,us
2018-10-02T10:40:13.410Z,-6.5872,-80.7271,10,4.7,mb,,145,6.229,0.7,us,us1000h5kk,2018-10-02T11:03:57.040Z,"79km W of Morrope, Peru",earthquake,7.4,1.9,0.065,72,reviewed,us,us
2018-10-02T10:29:16.550Z,36.2233,-98.8789,5,3,mb_lg,,70,0.277,0.52,us,us1000h5kf,2018-10-02T10:43:22.040Z,"21km NNE of Taloga, Oklahoma",earthquake,1.7,2,0.052,96,reviewed,us,us
2018-10-02T10:14:06.330Z,19.3881,-65.1931,85,3.6,md,12,330,1.408,0.29,pr,pr2018275005,2018-10-02T13:40:43.040Z,"120km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.46,7.42,0.38,9,reviewed,pr,pr
2018-10-02T10:08:37.460Z,-17.825,167.8506,10,5.6,mww,,48,4.324,0.76,us,us1000h5k9,2018-10-03T20:57:58.040Z,"50km WSW of Port-Vila, Vanuatu",earthquake,8.2,1.9,0.073,18,reviewed,us,us
2018-10-02T08:41:33.740Z,40.4086667,-124.439,23,2.61,md,17,244,0.1023,0.08,nc,nc73092486,2018-10-02T22:57:04.942Z,"16km NW of Petrolia, CA",earthquake,1.31,0.42,0.155,34,reviewed,nc,nc
2018-10-02T07:54:36.760Z,-10.5538,120.2506,35,4.5,mb,,80,2.733,0.9,us,us1000h5j0,2018-10-02T12:56:27.040Z,"39km S of Nggongi Satu, Indonesia",earthquake,6.8,1.9,0.107,26,reviewed,us,us
2018-10-02T07:31:05.856Z,69.6079,-144.1342,0.2,3.1,ml,,,,0.67,ak,ak20268840,2018-10-02T07:35:59.349Z,"61km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-10-02T07:01:09.580Z,-10.4828,120.3092,35,4.8,mb,,79,2.643,0.95,us,us1000h5ih,2018-10-02T07:52:49.040Z,"32km SSE of Nggongi, Indonesia",earthquake,6.8,2,0.084,44,reviewed,us,us
2018-10-02T06:26:24.840Z,4.9031,125.4253,183.44,4.7,mb,,123,2.157,0.7,us,us1000h5ib,2018-10-02T09:41:01.040Z,"55km S of Sarangani, Philippines",earthquake,9.3,7.4,0.102,29,reviewed,us,us
2018-10-02T06:09:18.360Z,-10.5031,120.29,15.89,4.5,mb,,79,2.67,1.27,us,us1000h5i1,2018-10-02T09:46:51.040Z,"34km S of Nggongi Satu, Indonesia",earthquake,5.3,5.5,0.119,21,reviewed,us,us
2018-10-02T05:15:33.750Z,0.2915,126.2532,47.04,5.1,mb,,51,1.211,0.78,us,us1000h5hp,2018-10-02T05:30:53.040Z,"135km WSW of Kota Ternate, Indonesia",earthquake,6.8,7.5,0.087,43,reviewed,us,us
2018-10-02T05:06:20.370Z,35.9552,-97.2444,3.93,2.9,mb_lg,,60,0.097,0.12,us,us1000h5he,2018-10-02T05:45:19.040Z,"1km NE of Langston, Oklahoma",earthquake,1.2,1.2,0.096,30,reviewed,us,us
2018-10-02T04:59:26.290Z,-1.5951,120.2339,10,5,mb,,90,2.596,0.71,us,us1000h5hb,2018-10-02T05:17:07.040Z,"50km WSW of Kasiguncu, Indonesia",earthquake,6.4,1.9,0.109,27,reviewed,us,us
2018-10-02T04:49:31.470Z,-10.4747,120.1211,20.71,5.6,mww,,37,2.774,1.22,us,us1000h5h5,2018-10-03T21:02:50.040Z,"33km SSW of Nggongi Satu, Indonesia",earthquake,6.9,5,0.073,18,reviewed,us,us
2018-10-02T04:11:47.600Z,-10.4935,120.2867,28.44,4.2,mb,,83,2.666,1.43,us,us1000h5gv,2018-10-02T04:41:22.040Z,"33km S of Nggongi, Indonesia",earthquake,8.2,8.4,0.141,14,reviewed,us,us
2018-10-02T03:27:51.260Z,36.4583,141.2201,31.46,4.9,mb,,117,1.449,1.1,us,us1000h5gh,2018-10-03T15:49:06.455Z,"53km ESE of Hitachi, Japan",earthquake,6.8,5.4,0.063,78,reviewed,us,us
2018-10-02T03:20:37.130Z,18.9945,-68.24,94,2.82,md,7,214,0.501,0.56,pr,pr2018275004,2018-10-02T07:23:10.798Z,"48km NNE of Punta Cana, Dominican Republic",earthquake,8.77,7.11,0.39,4,reviewed,pr,pr
2018-10-02T02:45:40.923Z,69.5663,-144.152,2.9,3.2,ml,,,,0.71,ak,ak20268779,2018-10-02T02:58:12.040Z,"66km SSW of Kaktovik, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-10-02T02:45:07.160Z,18.8406,-65.1721,29,2.51,md,6,336,0.9725,0.2,pr,pr2018275003,2018-10-02T06:21:05.332Z,"60km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.26,14.45,0.33,4,reviewed,pr,pr
2018-10-02T02:42:49.180Z,31.8586,50.527,10,4.9,mb,,59,5.165,0.87,us,us1000h5g4,2018-10-02T03:04:29.040Z,"44km S of Farsan, Iran",earthquake,7.5,1.8,0.061,85,reviewed,us,us
2018-10-02T02:36:32.670Z,18.8623,-65.1513,26,2.98,md,8,331,1.0026,0.32,pr,pr2018275002,2018-10-02T06:20:51.812Z,"62km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.68,22.5,0.14,3,reviewed,pr,pr
2018-10-02T00:16:45.760Z,-10.4623,120.1589,26,5.9,mww,,49,2.738,1.25,us,us1000h5el,2018-10-02T05:21:27.574Z,"30km SSW of Nggongi, Indonesia",earthquake,6.5,1.8,0.073,18,reviewed,us,us
2018-10-01T23:59:43.070Z,-10.4964,120.2207,29,6,mww,,46,2.715,1.19,us,us1000h5eg,2018-10-02T05:17:03.108Z,"33km S of Nggongi Satu, Indonesia",earthquake,6.6,1.9,0.043,51,reviewed,us,us
2018-10-01T23:46:39.550Z,-0.6579,119.8785,10,5.2,mww,,50,1.975,0.94,us,us1000h5eb,2018-10-02T16:51:37.040Z,"25km N of Palu, Indonesia",earthquake,5.7,1.9,0.071,19,reviewed,us,us
2018-10-01T23:43:37.926Z,69.2196,-146.6434,0.1,3,ml,,,,0.76,ak,ak20268689,2018-10-01T23:52:45.040Z,"130km NNW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-01T23:27:06.090Z,-10.4753,120.2032,22.25,5.4,mb,,59,2.714,0.93,us,us1000h5e3,2018-10-04T23:24:28.040Z,"31km S of Nggongi Satu, Indonesia",earthquake,6.8,5.1,0.051,134,reviewed,us,us
2018-10-01T23:12:02.580Z,-10.4914,120.1536,10,5,mww,,46,2.761,1.48,us,us1000h5du,2018-10-01T23:38:40.040Z,"33km SSW of Nggongi Satu, Indonesia",earthquake,5.8,1.7,0.073,18,reviewed,us,us
2018-10-01T22:05:48.760Z,19.8275,-155.3796667,18.83,3.08,ml,32,85,0.0703,0.17,hv,hv70625142,2018-10-02T21:27:00.749Z,"28km W of Pepeekeo, Hawaii",earthquake,0.47,0.98,0.222,48,reviewed,hv,hv
2018-10-01T21:43:03.240Z,16.7622,-93.9565,122.21,5.4,mww,,113,1.809,1.11,us,us1000h5c4,2018-10-02T02:08:05.040Z,"25km W of Cintalapa de Figueroa, Mexico",earthquake,4.8,6.1,0.068,21,reviewed,us,us
2018-10-01T21:20:50.700Z,36.5279,-98.9557,10.71,2.5,mb_lg,,126,0.108,0.34,us,us1000h5be,2018-10-01T21:41:12.040Z,"24km ENE of Mooreland, Oklahoma",earthquake,1.5,5.3,0.092,31,reviewed,us,us
2018-10-01T21:10:18.009Z,69.588,-144.1453,0,3.2,ml,,,,0.86,ak,ak20268630,2018-10-01T21:16:18.146Z,"63km SSW of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2018-10-01T20:50:38.000Z,36.2244,-98.9376,6.106,2.7,ml,,104,,0.4,us,us1000h5am,2018-10-05T17:10:08.040Z,"20km N of Taloga, Oklahoma",earthquake,1,5.2,,,reviewed,tul,tul
2018-10-01T20:33:40.189Z,58.9806,-153.0321,6.1,2.9,ml,,,,0.94,ak,ak20268609,2018-10-01T20:46:12.639Z,"111km SW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-01T19:45:31.249Z,61.3185,-147.3935,16.4,3.7,ml,,,,0.56,ak,ak20268557,2018-10-02T10:00:54.475Z,"59km WNW of Valdez, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2018-10-01T18:32:41.122Z,69.2064,-146.3558,5.7,3.3,ml,,,,0.63,ak,ak20268528,2018-10-02T02:35:21.232Z,"124km NNW of Arctic Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-10-01T18:16:42.060Z,-26.5898,67.5373,10,5.3,mww,,34,14.024,0.85,us,us1000h55w,2018-10-04T23:51:23.589Z,"Indian Ocean Triple Junction",earthquake,10.5,1.8,0.062,25,reviewed,us,us
2018-10-01T18:12:59.970Z,-26.6217,67.5664,10,5.2,mb,,50,37.405,0.64,us,us1000h55v,2018-10-01T18:31:38.040Z,"Indian Ocean Triple Junction",earthquake,12,1.9,0.074,60,reviewed,us,us
2018-10-01T18:03:54.570Z,-24.0784,-66.8203,199.13,4.7,mwr,,77,1.677,0.86,us,us1000h55a,2018-10-01T18:23:40.040Z,"53km WNW of San Antonio de los Cobres, Argentina",earthquake,8.3,7.9,,,reviewed,us,guc
2018-10-01T17:58:30.560Z,-12.8287,45.2039,10,4.5,mb,,75,6.454,0.96,us,us1000h5aj,2018-10-04T23:40:11.139Z,"2km NE of Dembeni, Mayotte",earthquake,7.9,1.9,0.116,22,reviewed,us,us
2018-10-01T17:56:19.620Z,34.0013333,-117.0173333,15.87,3.48,ml,143,25,0.06715,0.18,ci,ci37376114,2018-10-02T17:58:08.649Z,"4km ENE of Calimesa, CA",earthquake,0.11,0.25,0.137,313,reviewed,ci,ci
2018-10-01T16:59:38.574Z,53.7199,-138.8894,12,3.1,ml,,,,0.76,ak,ak20268362,2018-10-01T18:08:42.102Z,"West of the Queen Charlotte Islands",earthquake,,12.7,,,reviewed,ak,ak
2018-10-01T16:52:21.018Z,60.1324,-152.8614,118.3,2.5,ml,,,,0.55,ak,ak20268356,2018-10-01T16:57:25.625Z,"39km S of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-01T15:11:49.850Z,-45.7624,-75.842,10,5.2,mww,,155,1.977,0.83,us,us1000h50j,2018-10-01T17:18:01.040Z,"238km W of Puerto Chacabuco, Chile",earthquake,7.8,1.7,0.073,18,reviewed,us,us
2018-10-01T15:05:32.390Z,-45.9068,-76.5889,10,4.4,mb,,211,2.427,0.71,us,us1000h50b,2018-10-01T17:05:35.040Z,"297km W of Puerto Chacabuco, Chile",earthquake,4.7,2,0.311,3,reviewed,us,us
2018-10-01T14:47:35.300Z,53.2501,-164.8444,33.08,3.2,ml,,234,0.999,0.41,us,us1000h51r,2018-10-01T16:57:29.040Z,"116km SSE of Akutan, Alaska",earthquake,4.6,11.2,0.137,7,reviewed,us,us
2018-10-01T14:11:46.910Z,-9.165,124.0809,94.15,4.6,mb,,73,0.614,1.13,us,us1000h4zj,2018-10-01T17:58:56.307Z,"53km NW of Kefamenanu, Indonesia",earthquake,7.8,7.5,0.119,21,reviewed,us,us
2018-10-01T13:24:44.880Z,12.9029,92.238,26.33,5.1,mb,,77,1.334,0.88,us,us1000h4z5,2018-10-01T14:15:11.040Z,"142km NNW of Bamboo Flat, India",earthquake,6.7,3.9,0.055,106,reviewed,us,us
2018-10-01T13:20:56.200Z,-24.0827,-176.1701,10,5,mb,,76,5.376,0.79,us,us1000h4z7,2018-10-01T14:09:49.040Z,"South of the Fiji Islands",earthquake,3.8,1.9,0.103,36,reviewed,us,us
2018-10-01T12:25:03.920Z,41.1393333,-123.2905,39.11,2.52,md,34,68,0.1856,0.25,nc,nc73092171,2018-10-02T05:58:03.013Z,"31km SSE of Somes Bar, CA",earthquake,0.36,0.56,0.161,29,reviewed,nc,nc
2018-10-01T11:55:58.830Z,18.0228,-68.034,66,3.05,md,16,219,0.6015,0.42,pr,pr2018274009,2018-10-01T12:26:48.966Z,"72km ESE of Boca de Yuma, Dominican Republic",earthquake,2.82,2.66,0.42,14,reviewed,pr,pr
2018-10-01T11:38:54.567Z,59.6336,-153.8945,121.9,2.6,ml,,,,0.86,ak,ak20268228,2018-10-01T11:56:39.485Z,"59km ESE of Old Iliamna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-01T10:32:59.960Z,3.3661,126.9491,35.8,4.9,mb,,135,2.61,0.83,us,us1000h4y0,2018-10-01T12:07:59.040Z,"216km NNW of Tobelo, Indonesia",earthquake,9.7,7.1,0.069,85,reviewed,us,us
2018-10-01T09:50:19.660Z,-26.0776,-177.0519,107.7,4.8,mb,,119,3.249,0.57,us,us1000h4xv,2018-10-01T11:04:20.040Z,"South of the Fiji Islands",earthquake,6,7.2,0.135,23,reviewed,us,us
2018-10-01T08:35:07.687Z,57.1381,-156.5438,81.4,2.5,ml,,,,0.49,ak,ak20268169,2018-10-01T16:08:10.952Z,"156km NNW of Chirikof Island, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-10-01T08:04:38.870Z,17.5611,-67.7255,53,3.03,md,8,329,0.76,0.38,pr,pr2018274008,2018-10-01T12:00:09.713Z,"73km SW of Pole Ojea, Puerto Rico",earthquake,4.45,7.96,0.08,4,reviewed,pr,pr
2018-10-01T07:56:33.000Z,18.8498,-65.192,17,2.94,md,13,330,0.9655,0.21,pr,pr2018274007,2018-10-01T12:46:14.040Z,"59km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.13,16.36,0.4,12,reviewed,pr,pr
2018-10-01T07:21:40.090Z,-26.6777,67.6257,10,5.3,mb,,57,7.922,0.61,us,us1000h4wp,2018-10-01T07:41:00.040Z,"Indian Ocean Triple Junction",earthquake,9.7,1.9,0.064,81,reviewed,us,us
2018-10-01T06:02:49.300Z,-26.5731,67.597,10,5.1,mb,,90,37.443,0.7,us,us1000h4wg,2018-10-01T06:51:45.040Z,"Indian Ocean Triple Junction",earthquake,13.8,1.9,0.08,50,reviewed,us,us
2018-10-01T05:43:35.190Z,-0.0102,119.6192,10,5.1,mww,,64,1.61,1.26,us,us1000h4vq,2018-10-02T17:07:48.040Z,"101km NNW of Palu, Indonesia",earthquake,6.4,1.8,0.08,15,reviewed,us,us
2018-10-01T05:40:53.997Z,62.6057,-151.0333,79.8,2.6,ml,,,,0.43,ak,ak20268103,2018-10-01T06:23:45.380Z,"57km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-10-01T04:27:59.660Z,-36.157,52.4665,10,5.2,mww,,36,10.273,0.83,us,us1000h4ve,2018-10-01T04:47:22.040Z,"Southwest Indian Ridge",earthquake,9.6,1.9,0.075,17,reviewed,us,us
2018-10-01T03:52:45.671Z,69.4178,-144.4037,35.2,2.9,ml,,,,0.85,ak,ak20268069,2018-10-01T03:56:51.062Z,"85km SSW of Kaktovik, Alaska",earthquake,,22.3,,,automatic,ak,ak
2018-10-01T03:06:42.920Z,18.9018,-65.1415,25,3.21,md,13,331,1.038,0.28,pr,pr2018274004,2018-10-01T06:16:10.320Z,"65km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.1,21.06,0.32,12,reviewed,pr,pr
2018-10-01T02:22:05.190Z,42.8596,141.9594,47.28,4.8,mb,,77,1.224,0.81,us,us1000h4uw,2018-10-01T23:12:58.978Z,"25km E of Chitose, Japan",earthquake,6.9,7,0.03,337,reviewed,us,us
2018-10-01T01:43:17.534Z,69.024,-147.1498,0,2.7,ml,,,,0.69,ak,ak20268035,2018-10-01T01:53:58.759Z,"119km NNW of Arctic Village, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-01T01:34:09.550Z,18.776,-65.1365,27,2.66,md,11,333,0.9535,0.28,pr,pr2018274002,2018-10-01T04:36:40.697Z,"52km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.41,17.72,0.42,10,reviewed,pr,pr
2018-10-01T00:58:25.718Z,69.2265,-146.4145,15.3,4.1,ml,,,,0.44,ak,ak20268005,2018-10-02T01:51:47.040Z,"131km NNW of Arctic Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-10-01T00:33:23.010Z,37.1861,-97.4422,5.79,3,mb_lg,,87,0.149,0.4,us,us1000h4tp,2018-10-02T04:55:13.278Z,"10km SW of Wellington, Kansas",earthquake,1.5,6.6,0.055,87,reviewed,us,us
2018-10-01T00:31:15.910Z,42.0223333,-124.2715,16.22,2.99,ml,12,173,0.05672,0.27,uw,uw61424827,2018-10-02T03:31:16.224Z,"3km SSE of Brookings, Oregon",earthquake,1.11,0.96,0.204,10,reviewed,uw,uw
2018-10-01T00:14:16.710Z,18.8541,-65.1108,27,2.74,md,10,332,1.0255,0.29,pr,pr2018274000,2018-10-01T04:36:08.377Z,"59km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.23,19.94,0.38,6,reviewed,pr,pr
2018-10-01T00:09:56.170Z,18.8035,-65.131,28,2.93,md,8,333,0.9761,0.36,pr,pr2018274001,2018-10-01T04:36:22.977Z,"55km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.72,21.74,0.36,6,reviewed,pr,pr
2018-09-30T23:54:54.100Z,64.2416,-171.2043,10,3.2,mb_lg,,268,2.552,0.58,us,us1000h4te,2018-10-01T00:13:39.040Z,"57km NNE of Gambell, Alaska",earthquake,12,2,0.193,7,reviewed,us,us
2018-09-30T23:49:25.450Z,34.5426,46.1428,10,4.4,mb,,70,1.218,0.9,us,us1000h4tc,2018-10-01T00:04:38.040Z,"27km ENE of Sarpol-e Zahab, Iran",earthquake,7.4,1.9,0.067,64,reviewed,us,us
2018-09-30T23:46:33.790Z,18.8728,-65.0708,28,3,md,10,333,1.0674,0.3,pr,pr2018273024,2018-10-01T07:13:41.195Z,"60km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.25,20.85,0.34,10,reviewed,pr,pr
2018-09-30T23:29:42.180Z,18.8556,-65.1813,12,3.56,md,26,193,0.9771,0.4,pr,pr2018273020,2018-10-01T00:30:46.290Z,"70km N of Culebra, Puerto Rico",earthquake,1.39,2.43,0.44,24,reviewed,pr,pr
2018-09-30T23:26:29.110Z,36.7094,71.0438,215.95,4.3,mb,,69,0.559,1.04,us,us1000h4t2,2018-09-30T23:41:36.040Z,"25km SE of Jarm, Afghanistan",earthquake,7.6,6.7,0.202,7,reviewed,us,us
2018-09-30T21:58:02.130Z,-5.7825,146.7914,85.57,5,mb,,37,3.617,0.99,us,us1000h4sf,2018-09-30T23:09:47.648Z,"106km NNW of Lae, Papua New Guinea",earthquake,8.5,7.6,0.053,112,reviewed,us,us
2018-09-30T21:40:16.800Z,19.1373,-66.343,60,3.17,md,3,339,0.8911,0.01,pr,pr2018273023,2018-10-01T01:02:20.748Z,"74km N of Brenas, Puerto Rico",earthquake,2.43,3.93,0.02,3,reviewed,pr,pr
2018-09-30T21:03:55.280Z,35.9647,-97.254,10.27,2.6,mb_lg,,33,0.108,0.26,us,us1000h4rw,2018-10-01T13:53:47.411Z,"2km N of Langston, Oklahoma",earthquake,0.8,4.4,0.083,38,reviewed,us,us
2018-09-30T20:51:08.110Z,18.8701,-65.206,24,3.12,md,13,330,0.9712,0.28,pr,pr2018273022,2018-10-01T01:02:10.405Z,"63km N of Culebra, Puerto Rico",earthquake,1.8,20.95,0.33,12,reviewed,pr,pr
2018-09-30T20:46:45.140Z,19.5121667,-155.6591667,5.27,3.41,ml,56,27,0.0322,0.13,hv,hv70622967,2018-10-01T00:57:30.698Z,"21km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.24,0.35,0.15,53,reviewed,hv,hv
2018-09-30T20:45:33.340Z,19.5075,-155.6571667,4.24,2.6,ml,44,63,0.03572,0.13,hv,hv70622962,2018-10-01T23:05:24.320Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.25,0.43,0.161,35,reviewed,hv,hv
2018-09-30T20:33:34.770Z,18.8058,-65.2606,30,2.97,md,3,340,0.8869,0.38,pr,pr2018273021,2018-10-01T00:44:42.646Z,"55km N of Culebra, Puerto Rico",earthquake,5.85,28.86,0.07,2,reviewed,pr,pr
2018-09-30T20:16:46.720Z,18.8415,-65.152,35,2.77,md,4,338,0.9873,0.25,pr,pr2018273019,2018-10-01T00:44:21.214Z,"60km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.47,16.58,0.42,2,reviewed,pr,pr
2018-09-30T20:06:58.090Z,18.8648,-65.1346,30,2.6,md,7,332,1.0161,0.37,pr,pr2018273017,2018-10-01T00:43:59.510Z,"61km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.36,24.38,0.34,6,reviewed,pr,pr
2018-09-30T19:44:50.570Z,18.8788,-65.1341,25,3.06,md,12,331,1.0265,0.38,pr,pr2018273016,2018-10-01T00:43:49.822Z,"63km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.57,28.66,0.26,7,reviewed,pr,pr
2018-09-30T19:40:12.660Z,42.7717,142.5397,123.32,4.3,mb,,109,0.883,0.81,us,us1000h4r4,2018-10-01T04:10:48.207Z,"50km NNE of Shizunai, Japan",earthquake,9.4,9.7,0.106,25,reviewed,us,us
2018-09-30T19:37:00.280Z,18.9135,-65.1555,30,2.9,md,3,342,1.0372,0.18,pr,pr2018273014,2018-10-01T00:43:30.142Z,"67km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.2,16.19,0.12,2,reviewed,pr,pr
2018-09-30T19:29:35.000Z,19.0303,-65.208,30,2.61,md,4,329,1.0953,0.47,pr,pr2018273015,2018-10-01T00:43:40.430Z,"81km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.33,36.51,0.38,4,reviewed,pr,pr
2018-09-30T19:28:05.130Z,18.8761,-65.1678,24,3.16,md,12,331,1.0013,0.21,pr,pr2018273013,2018-10-01T00:43:12.358Z,"64km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.51,16.65,0.19,11,reviewed,pr,pr
2018-09-30T19:01:39.730Z,18.9241,-65.348,36,2.98,md,4,333,0.9286,0.28,pr,pr2018273012,2018-10-01T00:42:56.854Z,"68km N of Culebra, Puerto Rico",earthquake,3.73,17.45,0.04,3,reviewed,pr,pr
2018-09-30T18:45:57.460Z,51.5716,174.1602,31.98,4.6,mb,,194,3.219,0.84,us,us1000h4qp,2018-09-30T20:06:08.860Z,"128km S of Shemya Island, Alaska",earthquake,14,9,0.079,48,reviewed,us,us
2018-09-30T18:43:57.550Z,18.9161,-65.134,27,3.27,md,15,216,1.0535,0.34,pr,pr2018273008,2018-09-30T20:06:29.040Z,"65km N of Culebra, Puerto Rico",earthquake,2.029,22.26,0.36,2,reviewed,pr,pr
2018-09-30T18:31:42.290Z,18.7068,-65.1151,62,2.59,md,7,334,0.9259,0.17,pr,pr2018273011,2018-09-30T21:30:49.823Z,"44km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.51,5,0.26,4,reviewed,pr,pr
2018-09-30T18:21:50.490Z,18.899,-65.1651,26,3.8,md,22,214,1.02,0.41,pr,pr2018273007,2018-09-30T19:05:54.040Z,"56km N of Culebra, Puerto Rico",earthquake,1.93,25.08,0.55,17,reviewed,pr,pr
2018-09-30T18:13:08.480Z,18.8981,-65.164,26,3.18,md,13,330,1.0201,0.34,pr,pr2018273010,2018-09-30T21:30:31.295Z,"66km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.24,23,0.38,12,reviewed,pr,pr
